"alcaldia","nombre_colonia","clave_colonia","año","mes","casos_positivos"
"GUSTAVO A. MADERO","PROVIDENCIA II","05-235",2021,"Mayo",5
"GUSTAVO A. MADERO","PROVIDENCIA II","05-235",2021,"Noviembre",25
"GUSTAVO A. MADERO","PROVIDENCIA II","05-235",2021,"Octubre",75
"GUSTAVO A. MADERO","PROVIDENCIA II","05-235",2021,"Septiembre",109
"GUSTAVO A. MADERO","PROVIDENCIA II","05-235",2022,"Enero",1080
"GUSTAVO A. MADERO","PROVIDENCIA II","05-235",2022,"Febrero",146
"GUSTAVO A. MADERO","PROVIDENCIA III","05-236",2020,"Diciembre",465
"GUSTAVO A. MADERO","PROVIDENCIA III","05-236",2020,"Noviembre",12
"GUSTAVO A. MADERO","PROVIDENCIA III","05-236",2020,"Octubre",52
"GUSTAVO A. MADERO","PROVIDENCIA III","05-236",2020,"Septiembre",111
"GUSTAVO A. MADERO","PROVIDENCIA III","05-236",2021,"Abril",215
"GUSTAVO A. MADERO","PROVIDENCIA III","05-236",2021,"Agosto",610
"GUSTAVO A. MADERO","PROVIDENCIA III","05-236",2021,"Diciembre",14
"GUSTAVO A. MADERO","PROVIDENCIA III","05-236",2021,"Enero",600
"GUSTAVO A. MADERO","PROVIDENCIA III","05-236",2021,"Febrero",472
"GUSTAVO A. MADERO","PROVIDENCIA III","05-236",2021,"Julio",847
"GUSTAVO A. MADERO","PROVIDENCIA III","05-236",2021,"Junio",49
"GUSTAVO A. MADERO","PROVIDENCIA III","05-236",2021,"Marzo",190
"GUSTAVO A. MADERO","PROVIDENCIA III","05-236",2021,"Mayo",101
"GUSTAVO A. MADERO","PROVIDENCIA III","05-236",2021,"Octubre",32
"GUSTAVO A. MADERO","PROVIDENCIA III","05-236",2021,"Septiembre",167
"GUSTAVO A. MADERO","PROVIDENCIA III","05-236",2022,"Enero",940
"GUSTAVO A. MADERO","PROVIDENCIA III","05-236",2022,"Febrero",169
"GUSTAVO A. MADERO","QUETZALCOATL 3","05-144",2022,"Enero",5
"GUSTAVO A. MADERO","RESIDENCIAL LA ESCALERA (FRACC)","05-145",2020,"Diciembre",74
"GUSTAVO A. MADERO","RESIDENCIAL LA ESCALERA (FRACC)","05-145",2020,"Noviembre",6
"GUSTAVO A. MADERO","RESIDENCIAL LA ESCALERA (FRACC)","05-145",2020,"Octubre",13
"GUSTAVO A. MADERO","RESIDENCIAL LA ESCALERA (FRACC)","05-145",2020,"Septiembre",5
"GUSTAVO A. MADERO","RESIDENCIAL LA ESCALERA (FRACC)","05-145",2021,"Enero",45
"GUSTAVO A. MADERO","RESIDENCIAL LA ESCALERA (FRACC)","05-145",2021,"Febrero",18
"GUSTAVO A. MADERO","RESIDENCIAL LA ESCALERA (FRACC)","05-145",2021,"Julio",113
"GUSTAVO A. MADERO","RESIDENCIAL LA ESCALERA (FRACC)","05-145",2021,"Junio",5
"GUSTAVO A. MADERO","RESIDENCIAL LA ESCALERA (FRACC)","05-145",2021,"Marzo",75
"GUSTAVO A. MADERO","RESIDENCIAL LA ESCALERA (FRACC)","05-145",2021,"Septiembre",40
"GUSTAVO A. MADERO","RESIDENCIAL LA ESCALERA (FRACC)","05-145",2022,"Enero",301
"GUSTAVO A. MADERO","RESIDENCIAL LA ESCALERA (FRACC)","05-145",2022,"Febrero",60
"GUSTAVO A. MADERO","RESIDENCIAL ZACATENCO","05-146",2020,"Diciembre",479
"GUSTAVO A. MADERO","RESIDENCIAL ZACATENCO","05-146",2020,"Noviembre",6
"GUSTAVO A. MADERO","RESIDENCIAL ZACATENCO","05-146",2020,"Octubre",59
"GUSTAVO A. MADERO","RESIDENCIAL ZACATENCO","05-146",2020,"Septiembre",52
"GUSTAVO A. MADERO","RESIDENCIAL ZACATENCO","05-146",2021,"Abril",25
"GUSTAVO A. MADERO","RESIDENCIAL ZACATENCO","05-146",2021,"Agosto",336
"GUSTAVO A. MADERO","RESIDENCIAL ZACATENCO","05-146",2021,"Diciembre",24
"GUSTAVO A. MADERO","RESIDENCIAL ZACATENCO","05-146",2021,"Enero",452
"GUSTAVO A. MADERO","RESIDENCIAL ZACATENCO","05-146",2021,"Febrero",244
"GUSTAVO A. MADERO","RESIDENCIAL ZACATENCO","05-146",2021,"Julio",326
"GUSTAVO A. MADERO","RESIDENCIAL ZACATENCO","05-146",2021,"Junio",10
"GUSTAVO A. MADERO","RESIDENCIAL ZACATENCO","05-146",2021,"Marzo",352
"GUSTAVO A. MADERO","RESIDENCIAL ZACATENCO","05-146",2021,"Septiembre",133
"GUSTAVO A. MADERO","RESIDENCIAL ZACATENCO","05-146",2022,"Enero",756
"GUSTAVO A. MADERO","RESIDENCIAL ZACATENCO","05-146",2022,"Febrero",126
"GUSTAVO A. MADERO","REVOLUCION IMSS (U HAB)","05-147",2021,"Julio",6
"GUSTAVO A. MADERO","REVOLUCION IMSS (U HAB)","05-147",2022,"Enero",57
"GUSTAVO A. MADERO","ROSAS DEL TEPEYAC","05-148",2021,"Agosto",312
"GUSTAVO A. MADERO","ROSAS DEL TEPEYAC","05-148",2021,"Julio",141
"GUSTAVO A. MADERO","ROSAS DEL TEPEYAC","05-148",2021,"Septiembre",29
"GUSTAVO A. MADERO","ROSAS DEL TEPEYAC","05-148",2022,"Enero",144
"GUSTAVO A. MADERO","ROSAS DEL TEPEYAC","05-148",2022,"Febrero",16
"GUSTAVO A. MADERO","SALVADOR DIAZ MIRON","05-149",2020,"Diciembre",583
"GUSTAVO A. MADERO","SALVADOR DIAZ MIRON","05-149",2020,"Noviembre",58
"GUSTAVO A. MADERO","SALVADOR DIAZ MIRON","05-149",2020,"Octubre",230
"GUSTAVO A. MADERO","SALVADOR DIAZ MIRON","05-149",2020,"Septiembre",102
"GUSTAVO A. MADERO","SALVADOR DIAZ MIRON","05-149",2021,"Abril",58
"GUSTAVO A. MADERO","SALVADOR DIAZ MIRON","05-149",2021,"Agosto",1005
"GUSTAVO A. MADERO","SALVADOR DIAZ MIRON","05-149",2021,"Diciembre",104
"GUSTAVO A. MADERO","SALVADOR DIAZ MIRON","05-149",2021,"Enero",777
"GUSTAVO A. MADERO","SALVADOR DIAZ MIRON","05-149",2021,"Febrero",432
"GUSTAVO A. MADERO","SALVADOR DIAZ MIRON","05-149",2021,"Julio",779
"GUSTAVO A. MADERO","SALVADOR DIAZ MIRON","05-149",2021,"Marzo",400
"GUSTAVO A. MADERO","SALVADOR DIAZ MIRON","05-149",2021,"Mayo",65
"GUSTAVO A. MADERO","SALVADOR DIAZ MIRON","05-149",2021,"Noviembre",5
"GUSTAVO A. MADERO","SALVADOR DIAZ MIRON","05-149",2021,"Octubre",100
"GUSTAVO A. MADERO","SALVADOR DIAZ MIRON","05-149",2021,"Septiembre",311
"GUSTAVO A. MADERO","SALVADOR DIAZ MIRON","05-149",2022,"Enero",1463
"GUSTAVO A. MADERO","SALVADOR DIAZ MIRON","05-149",2022,"Febrero",219
"GUSTAVO A. MADERO","SAN ANTONIO","05-150",2022,"Enero",6
"GUSTAVO A. MADERO","SAN BARTOLO ATEPEHUACAN (PBLO)","05-151",2020,"Diciembre",725
"GUSTAVO A. MADERO","SAN BARTOLO ATEPEHUACAN (PBLO)","05-151",2020,"Noviembre",57
"GUSTAVO A. MADERO","SAN BARTOLO ATEPEHUACAN (PBLO)","05-151",2020,"Octubre",112
"GUSTAVO A. MADERO","SAN BARTOLO ATEPEHUACAN (PBLO)","05-151",2020,"Septiembre",128
"GUSTAVO A. MADERO","SAN BARTOLO ATEPEHUACAN (PBLO)","05-151",2021,"Abril",245
"GUSTAVO A. MADERO","SAN BARTOLO ATEPEHUACAN (PBLO)","05-151",2021,"Agosto",1005
"GUSTAVO A. MADERO","SAN BARTOLO ATEPEHUACAN (PBLO)","05-151",2021,"Diciembre",111
"GUSTAVO A. MADERO","SAN BARTOLO ATEPEHUACAN (PBLO)","05-151",2021,"Enero",894
"GUSTAVO A. MADERO","SAN BARTOLO ATEPEHUACAN (PBLO)","05-151",2021,"Febrero",457
"GUSTAVO A. MADERO","SAN BARTOLO ATEPEHUACAN (PBLO)","05-151",2021,"Julio",891
"GUSTAVO A. MADERO","SAN BARTOLO ATEPEHUACAN (PBLO)","05-151",2021,"Junio",64
"GUSTAVO A. MADERO","SAN BARTOLO ATEPEHUACAN (PBLO)","05-151",2021,"Marzo",401
"GUSTAVO A. MADERO","SAN BARTOLO ATEPEHUACAN (PBLO)","05-151",2021,"Mayo",69
"GUSTAVO A. MADERO","SAN BARTOLO ATEPEHUACAN (PBLO)","05-151",2021,"Noviembre",55
"GUSTAVO A. MADERO","SAN BARTOLO ATEPEHUACAN (PBLO)","05-151",2021,"Octubre",128
"GUSTAVO A. MADERO","SAN BARTOLO ATEPEHUACAN (PBLO)","05-151",2021,"Septiembre",303
"GUSTAVO A. MADERO","SAN BARTOLO ATEPEHUACAN (PBLO)","05-151",2022,"Enero",2528
"GUSTAVO A. MADERO","SAN BARTOLO ATEPEHUACAN (PBLO)","05-151",2022,"Febrero",557
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS I","05-237",2020,"Diciembre",344
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS I","05-237",2020,"Octubre",17
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS I","05-237",2020,"Septiembre",23
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS I","05-237",2021,"Abril",10
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS I","05-237",2021,"Agosto",550
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS I","05-237",2021,"Enero",523
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS I","05-237",2021,"Febrero",237
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS I","05-237",2021,"Julio",306
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS I","05-237",2021,"Marzo",105
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS I","05-237",2021,"Septiembre",104
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS I","05-237",2022,"Enero",884
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS I","05-237",2022,"Febrero",83
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS II","05-238",2020,"Diciembre",950
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS II","05-238",2020,"Noviembre",40
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS II","05-238",2020,"Octubre",314
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS II","05-238",2020,"Septiembre",265
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS II","05-238",2021,"Abril",271
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS II","05-238",2021,"Agosto",972
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS II","05-238",2021,"Diciembre",18
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS II","05-238",2021,"Enero",1079
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS II","05-238",2021,"Febrero",594
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS II","05-238",2021,"Julio",901
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS II","05-238",2021,"Junio",116
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS II","05-238",2021,"Marzo",384
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS II","05-238",2021,"Mayo",224
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS II","05-238",2021,"Noviembre",17
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS II","05-238",2021,"Octubre",141
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS II","05-238",2021,"Septiembre",442
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS II","05-238",2022,"Enero",1902
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS II","05-238",2022,"Febrero",258
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS III","05-239",2020,"Diciembre",1141
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS III","05-239",2020,"Noviembre",102
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS III","05-239",2020,"Octubre",420
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS III","05-239",2020,"Septiembre",290
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS III","05-239",2021,"Abril",393
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS III","05-239",2021,"Agosto",1319
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS III","05-239",2021,"Diciembre",48
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS III","05-239",2021,"Enero",1562
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS III","05-239",2021,"Febrero",1164
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS III","05-239",2021,"Julio",1071
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS III","05-239",2021,"Junio",197
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS III","05-239",2021,"Marzo",544
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS III","05-239",2021,"Mayo",223
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS III","05-239",2021,"Octubre",290
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS III","05-239",2021,"Septiembre",482
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS III","05-239",2022,"Enero",2440
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS III","05-239",2022,"Febrero",381
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS IV","05-240",2020,"Diciembre",1372
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS IV","05-240",2020,"Noviembre",158
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS IV","05-240",2020,"Octubre",463
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS IV","05-240",2020,"Septiembre",564
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS IV","05-240",2021,"Abril",443
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS IV","05-240",2021,"Agosto",1853
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS IV","05-240",2021,"Diciembre",41
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS IV","05-240",2021,"Enero",1991
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS IV","05-240",2021,"Febrero",1153
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS IV","05-240",2021,"Julio",1043
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS IV","05-240",2021,"Junio",42
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS IV","05-240",2021,"Marzo",607
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS IV","05-240",2021,"Mayo",275
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS IV","05-240",2021,"Octubre",192
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS IV","05-240",2021,"Septiembre",443
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS IV","05-240",2022,"Enero",2392
"GUSTAVO A. MADERO","SAN FELIPE DE JESUS IV","05-240",2022,"Febrero",293
"GUSTAVO A. MADERO","SAN JOSE DE LA ESCALERA","05-153",2020,"Diciembre",311
"GUSTAVO A. MADERO","SAN JOSE DE LA ESCALERA","05-153",2020,"Noviembre",34
"GUSTAVO A. MADERO","SAN JOSE DE LA ESCALERA","05-153",2021,"Agosto",281
"GUSTAVO A. MADERO","SAN JOSE DE LA ESCALERA","05-153",2021,"Enero",210
"GUSTAVO A. MADERO","SAN JOSE DE LA ESCALERA","05-153",2021,"Febrero",145
"GUSTAVO A. MADERO","SAN JOSE DE LA ESCALERA","05-153",2021,"Julio",226
"GUSTAVO A. MADERO","SAN JOSE DE LA ESCALERA","05-153",2021,"Marzo",127
"GUSTAVO A. MADERO","SAN JOSE DE LA ESCALERA","05-153",2021,"Octubre",6
"GUSTAVO A. MADERO","SAN JOSE DE LA ESCALERA","05-153",2021,"Septiembre",124
"GUSTAVO A. MADERO","SAN JOSE DE LA ESCALERA","05-153",2022,"Enero",432
"GUSTAVO A. MADERO","SAN JOSE DE LA ESCALERA","05-153",2022,"Febrero",92
"GUSTAVO A. MADERO","SAN JOSE TICOMAN","05-154",2020,"Diciembre",77
"GUSTAVO A. MADERO","SAN JOSE TICOMAN","05-154",2020,"Noviembre",5
"GUSTAVO A. MADERO","SAN JOSE TICOMAN","05-154",2020,"Octubre",5
"GUSTAVO A. MADERO","SAN JOSE TICOMAN","05-154",2021,"Abril",5
"GUSTAVO A. MADERO","SAN JOSE TICOMAN","05-154",2021,"Agosto",276
"GUSTAVO A. MADERO","SAN JOSE TICOMAN","05-154",2021,"Enero",238
"GUSTAVO A. MADERO","SAN JOSE TICOMAN","05-154",2021,"Febrero",174
"GUSTAVO A. MADERO","SAN JOSE TICOMAN","05-154",2021,"Julio",187
"GUSTAVO A. MADERO","SAN JOSE TICOMAN","05-154",2021,"Marzo",11
"GUSTAVO A. MADERO","SAN JOSE TICOMAN","05-154",2021,"Mayo",5
"GUSTAVO A. MADERO","SAN JOSE TICOMAN","05-154",2021,"Octubre",9
"GUSTAVO A. MADERO","SAN JOSE TICOMAN","05-154",2021,"Septiembre",137
"GUSTAVO A. MADERO","SAN JOSE TICOMAN","05-154",2022,"Enero",546
"GUSTAVO A. MADERO","SAN JOSE TICOMAN","05-154",2022,"Febrero",64
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON (PBLO)","05-156",2020,"Diciembre",1713
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON (PBLO)","05-156",2020,"Noviembre",54
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON (PBLO)","05-156",2020,"Octubre",369
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON (PBLO)","05-156",2020,"Septiembre",217
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON (PBLO)","05-156",2021,"Abril",381
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON (PBLO)","05-156",2021,"Agosto",2415
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON (PBLO)","05-156",2021,"Diciembre",108
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON (PBLO)","05-156",2021,"Enero",1921
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON (PBLO)","05-156",2021,"Febrero",1107
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON (PBLO)","05-156",2021,"Julio",1574
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON (PBLO)","05-156",2021,"Junio",6
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON (PBLO)","05-156",2021,"Marzo",514
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON (PBLO)","05-156",2021,"Mayo",230
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON (PBLO)","05-156",2021,"Noviembre",83
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON (PBLO)","05-156",2021,"Octubre",438
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON (PBLO)","05-156",2021,"Septiembre",725
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON (PBLO)","05-156",2022,"Enero",3032
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON (PBLO)","05-156",2022,"Febrero",426
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 1A SECCION (U HAB) I","05-241",2020,"Diciembre",780
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 1A SECCION (U HAB) I","05-241",2020,"Noviembre",80
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 1A SECCION (U HAB) I","05-241",2020,"Octubre",293
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 1A SECCION (U HAB) I","05-241",2020,"Septiembre",207
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 1A SECCION (U HAB) I","05-241",2021,"Abril",322
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 1A SECCION (U HAB) I","05-241",2021,"Agosto",1106
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 1A SECCION (U HAB) I","05-241",2021,"Diciembre",36
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 1A SECCION (U HAB) I","05-241",2021,"Enero",1223
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 1A SECCION (U HAB) I","05-241",2021,"Febrero",663
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 1A SECCION (U HAB) I","05-241",2021,"Julio",1138
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 1A SECCION (U HAB) I","05-241",2021,"Junio",70
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 1A SECCION (U HAB) I","05-241",2021,"Marzo",407
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 1A SECCION (U HAB) I","05-241",2021,"Mayo",10
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 1A SECCION (U HAB) I","05-241",2021,"Noviembre",15
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 1A SECCION (U HAB) I","05-241",2021,"Octubre",291
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 1A SECCION (U HAB) I","05-241",2021,"Septiembre",282
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 1A SECCION (U HAB) I","05-241",2022,"Enero",2118
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 1A SECCION (U HAB) I","05-241",2022,"Febrero",218
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 1A SECCION (U HAB) II","05-242",2020,"Diciembre",846
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 1A SECCION (U HAB) II","05-242",2020,"Noviembre",106
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 1A SECCION (U HAB) II","05-242",2020,"Octubre",247
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 1A SECCION (U HAB) II","05-242",2020,"Septiembre",212
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 1A SECCION (U HAB) II","05-242",2021,"Abril",243
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 1A SECCION (U HAB) II","05-242",2021,"Agosto",1231
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 1A SECCION (U HAB) II","05-242",2021,"Diciembre",32
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 1A SECCION (U HAB) II","05-242",2021,"Enero",651
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 1A SECCION (U HAB) II","05-242",2021,"Febrero",751
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 1A SECCION (U HAB) II","05-242",2021,"Julio",909
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 1A SECCION (U HAB) II","05-242",2021,"Junio",48
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 1A SECCION (U HAB) II","05-242",2021,"Marzo",366
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 1A SECCION (U HAB) II","05-242",2021,"Mayo",44
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 1A SECCION (U HAB) II","05-242",2021,"Octubre",163
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 1A SECCION (U HAB) II","05-242",2021,"Septiembre",180
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 1A SECCION (U HAB) II","05-242",2022,"Enero",2018
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 1A SECCION (U HAB) II","05-242",2022,"Febrero",306
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 2A SECCION (U HAB) I","05-243",2020,"Diciembre",825
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 2A SECCION (U HAB) I","05-243",2020,"Noviembre",98
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 2A SECCION (U HAB) I","05-243",2020,"Octubre",124
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 2A SECCION (U HAB) I","05-243",2020,"Septiembre",149
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 2A SECCION (U HAB) I","05-243",2021,"Abril",261
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 2A SECCION (U HAB) I","05-243",2021,"Agosto",903
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 2A SECCION (U HAB) I","05-243",2021,"Diciembre",146
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 2A SECCION (U HAB) I","05-243",2021,"Enero",949
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 2A SECCION (U HAB) I","05-243",2021,"Febrero",431
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 2A SECCION (U HAB) I","05-243",2021,"Julio",465
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 2A SECCION (U HAB) I","05-243",2021,"Marzo",245
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 2A SECCION (U HAB) I","05-243",2021,"Mayo",10
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 2A SECCION (U HAB) I","05-243",2021,"Octubre",113
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 2A SECCION (U HAB) I","05-243",2021,"Septiembre",130
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 2A SECCION (U HAB) I","05-243",2022,"Enero",1253
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 2A SECCION (U HAB) I","05-243",2022,"Febrero",134
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 2A SECCION (U HAB) II","05-244",2020,"Diciembre",502
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 2A SECCION (U HAB) II","05-244",2020,"Noviembre",19
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 2A SECCION (U HAB) II","05-244",2020,"Octubre",42
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 2A SECCION (U HAB) II","05-244",2020,"Septiembre",25
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 2A SECCION (U HAB) II","05-244",2021,"Abril",51
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 2A SECCION (U HAB) II","05-244",2021,"Agosto",453
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 2A SECCION (U HAB) II","05-244",2021,"Enero",538
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 2A SECCION (U HAB) II","05-244",2021,"Febrero",306
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 2A SECCION (U HAB) II","05-244",2021,"Julio",553
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 2A SECCION (U HAB) II","05-244",2021,"Marzo",224
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 2A SECCION (U HAB) II","05-244",2021,"Octubre",151
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 2A SECCION (U HAB) II","05-244",2021,"Septiembre",21
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 2A SECCION (U HAB) II","05-244",2022,"Enero",1194
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 2A SECCION (U HAB) II","05-244",2022,"Febrero",208
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 3A SECCION (U HAB) I","05-159",2020,"Diciembre",581
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 3A SECCION (U HAB) I","05-159",2020,"Noviembre",42
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 3A SECCION (U HAB) I","05-159",2020,"Octubre",106
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 3A SECCION (U HAB) I","05-159",2020,"Septiembre",56
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 3A SECCION (U HAB) I","05-159",2021,"Abril",99
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 3A SECCION (U HAB) I","05-159",2021,"Agosto",617
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 3A SECCION (U HAB) I","05-159",2021,"Diciembre",12
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 3A SECCION (U HAB) I","05-159",2021,"Enero",784
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 3A SECCION (U HAB) I","05-159",2021,"Febrero",333
