"alcaldia","nombre_colonia","clave_colonia","año","mes","casos_positivos"
"ALVARO OBREGON","LOMAS DE CAPULA","10-127",2021,"Septiembre",513
"ALVARO OBREGON","LOMAS DE CAPULA","10-127",2022,"Enero",790
"ALVARO OBREGON","LOMAS DE CAPULA","10-127",2022,"Febrero",111
"ALVARO OBREGON","LOMAS DE CAPULIN","10-128",2020,"Diciembre",85
"ALVARO OBREGON","LOMAS DE CAPULIN","10-128",2021,"Agosto",34
"ALVARO OBREGON","LOMAS DE CAPULIN","10-128",2021,"Enero",234
"ALVARO OBREGON","LOMAS DE CAPULIN","10-128",2021,"Julio",69
"ALVARO OBREGON","LOMAS DE CAPULIN","10-128",2022,"Enero",329
"ALVARO OBREGON","LOMAS DE CAPULIN","10-128",2022,"Febrero",113
"ALVARO OBREGON","LOMAS DE CENTENARIO (U HAB)","10-129",2020,"Noviembre",6
"ALVARO OBREGON","LOMAS DE CENTENARIO (U HAB)","10-129",2021,"Enero",10
"ALVARO OBREGON","LOMAS DE CENTENARIO (U HAB)","10-129",2022,"Enero",91
"ALVARO OBREGON","LOMAS DE CHAMONTOYA","10-130",2020,"Diciembre",718
"ALVARO OBREGON","LOMAS DE CHAMONTOYA","10-130",2020,"Noviembre",584
"ALVARO OBREGON","LOMAS DE CHAMONTOYA","10-130",2020,"Octubre",235
"ALVARO OBREGON","LOMAS DE CHAMONTOYA","10-130",2020,"Septiembre",260
"ALVARO OBREGON","LOMAS DE CHAMONTOYA","10-130",2021,"Abril",107
"ALVARO OBREGON","LOMAS DE CHAMONTOYA","10-130",2021,"Agosto",1302
"ALVARO OBREGON","LOMAS DE CHAMONTOYA","10-130",2021,"Diciembre",5
"ALVARO OBREGON","LOMAS DE CHAMONTOYA","10-130",2021,"Enero",1195
"ALVARO OBREGON","LOMAS DE CHAMONTOYA","10-130",2021,"Febrero",628
"ALVARO OBREGON","LOMAS DE CHAMONTOYA","10-130",2021,"Julio",445
"ALVARO OBREGON","LOMAS DE CHAMONTOYA","10-130",2021,"Marzo",606
"ALVARO OBREGON","LOMAS DE CHAMONTOYA","10-130",2021,"Mayo",85
"ALVARO OBREGON","LOMAS DE CHAMONTOYA","10-130",2021,"Noviembre",18
"ALVARO OBREGON","LOMAS DE CHAMONTOYA","10-130",2021,"Octubre",234
"ALVARO OBREGON","LOMAS DE CHAMONTOYA","10-130",2021,"Septiembre",340
"ALVARO OBREGON","LOMAS DE CHAMONTOYA","10-130",2022,"Enero",1389
"ALVARO OBREGON","LOMAS DE CHAMONTOYA","10-130",2022,"Febrero",276
"ALVARO OBREGON","LOMAS DE GUADALUPE","10-131",2020,"Diciembre",55
"ALVARO OBREGON","LOMAS DE GUADALUPE","10-131",2021,"Enero",24
"ALVARO OBREGON","LOMAS DE GUADALUPE","10-131",2022,"Enero",100
"ALVARO OBREGON","LOMAS DE GUADALUPE","10-131",2022,"Febrero",33
"ALVARO OBREGON","LOMAS DE LA ERA","10-132",2020,"Diciembre",2368
"ALVARO OBREGON","LOMAS DE LA ERA","10-132",2020,"Noviembre",638
"ALVARO OBREGON","LOMAS DE LA ERA","10-132",2020,"Octubre",487
"ALVARO OBREGON","LOMAS DE LA ERA","10-132",2020,"Septiembre",611
"ALVARO OBREGON","LOMAS DE LA ERA","10-132",2021,"Abril",485
"ALVARO OBREGON","LOMAS DE LA ERA","10-132",2021,"Agosto",1918
"ALVARO OBREGON","LOMAS DE LA ERA","10-132",2021,"Diciembre",133
"ALVARO OBREGON","LOMAS DE LA ERA","10-132",2021,"Enero",3329
"ALVARO OBREGON","LOMAS DE LA ERA","10-132",2021,"Febrero",1352
"ALVARO OBREGON","LOMAS DE LA ERA","10-132",2021,"Julio",1167
"ALVARO OBREGON","LOMAS DE LA ERA","10-132",2021,"Junio",62
"ALVARO OBREGON","LOMAS DE LA ERA","10-132",2021,"Marzo",788
"ALVARO OBREGON","LOMAS DE LA ERA","10-132",2021,"Mayo",268
"ALVARO OBREGON","LOMAS DE LA ERA","10-132",2021,"Noviembre",192
"ALVARO OBREGON","LOMAS DE LA ERA","10-132",2021,"Octubre",226
"ALVARO OBREGON","LOMAS DE LA ERA","10-132",2021,"Septiembre",498
"ALVARO OBREGON","LOMAS DE LA ERA","10-132",2022,"Enero",2797
"ALVARO OBREGON","LOMAS DE LA ERA","10-132",2022,"Febrero",606
"ALVARO OBREGON","LOMAS DE LAS AGUILAS","10-133",2020,"Diciembre",10
"ALVARO OBREGON","LOMAS DE LAS AGUILAS","10-133",2021,"Agosto",51
"ALVARO OBREGON","LOMAS DE LAS AGUILAS","10-133",2022,"Enero",42
"ALVARO OBREGON","LOMAS DE LOS ANGELES TETELPAN","10-134",2020,"Diciembre",340
"ALVARO OBREGON","LOMAS DE LOS ANGELES TETELPAN","10-134",2020,"Noviembre",120
"ALVARO OBREGON","LOMAS DE LOS ANGELES TETELPAN","10-134",2020,"Octubre",127
"ALVARO OBREGON","LOMAS DE LOS ANGELES TETELPAN","10-134",2021,"Agosto",227
"ALVARO OBREGON","LOMAS DE LOS ANGELES TETELPAN","10-134",2021,"Diciembre",12
"ALVARO OBREGON","LOMAS DE LOS ANGELES TETELPAN","10-134",2021,"Enero",420
"ALVARO OBREGON","LOMAS DE LOS ANGELES TETELPAN","10-134",2021,"Febrero",169
"ALVARO OBREGON","LOMAS DE LOS ANGELES TETELPAN","10-134",2021,"Julio",264
"ALVARO OBREGON","LOMAS DE LOS ANGELES TETELPAN","10-134",2021,"Junio",54
"ALVARO OBREGON","LOMAS DE LOS ANGELES TETELPAN","10-134",2021,"Marzo",106
"ALVARO OBREGON","LOMAS DE LOS ANGELES TETELPAN","10-134",2021,"Mayo",22
"ALVARO OBREGON","LOMAS DE LOS ANGELES TETELPAN","10-134",2021,"Septiembre",112
"ALVARO OBREGON","LOMAS DE LOS ANGELES TETELPAN","10-134",2022,"Enero",362
"ALVARO OBREGON","LOMAS DE LOS ANGELES TETELPAN","10-134",2022,"Febrero",127
"ALVARO OBREGON","LOMAS DE LOS CEDROS","10-135",2020,"Diciembre",252
"ALVARO OBREGON","LOMAS DE LOS CEDROS","10-135",2020,"Noviembre",109
"ALVARO OBREGON","LOMAS DE LOS CEDROS","10-135",2020,"Octubre",61
"ALVARO OBREGON","LOMAS DE LOS CEDROS","10-135",2020,"Septiembre",47
"ALVARO OBREGON","LOMAS DE LOS CEDROS","10-135",2021,"Abril",80
"ALVARO OBREGON","LOMAS DE LOS CEDROS","10-135",2021,"Agosto",593
"ALVARO OBREGON","LOMAS DE LOS CEDROS","10-135",2021,"Diciembre",24
"ALVARO OBREGON","LOMAS DE LOS CEDROS","10-135",2021,"Enero",729
"ALVARO OBREGON","LOMAS DE LOS CEDROS","10-135",2021,"Febrero",422
"ALVARO OBREGON","LOMAS DE LOS CEDROS","10-135",2021,"Julio",221
"ALVARO OBREGON","LOMAS DE LOS CEDROS","10-135",2021,"Marzo",209
"ALVARO OBREGON","LOMAS DE LOS CEDROS","10-135",2021,"Octubre",32
"ALVARO OBREGON","LOMAS DE LOS CEDROS","10-135",2021,"Septiembre",124
"ALVARO OBREGON","LOMAS DE LOS CEDROS","10-135",2022,"Enero",741
"ALVARO OBREGON","LOMAS DE LOS CEDROS","10-135",2022,"Febrero",148
"ALVARO OBREGON","LOMAS DE NUEVO MEXICO","10-136",2020,"Diciembre",144
"ALVARO OBREGON","LOMAS DE NUEVO MEXICO","10-136",2020,"Noviembre",25
"ALVARO OBREGON","LOMAS DE NUEVO MEXICO","10-136",2020,"Octubre",6
"ALVARO OBREGON","LOMAS DE NUEVO MEXICO","10-136",2021,"Agosto",114
"ALVARO OBREGON","LOMAS DE NUEVO MEXICO","10-136",2021,"Enero",98
"ALVARO OBREGON","LOMAS DE NUEVO MEXICO","10-136",2021,"Febrero",84
"ALVARO OBREGON","LOMAS DE NUEVO MEXICO","10-136",2021,"Julio",126
"ALVARO OBREGON","LOMAS DE NUEVO MEXICO","10-136",2021,"Junio",5
"ALVARO OBREGON","LOMAS DE NUEVO MEXICO","10-136",2021,"Marzo",27
"ALVARO OBREGON","LOMAS DE NUEVO MEXICO","10-136",2021,"Octubre",8
"ALVARO OBREGON","LOMAS DE NUEVO MEXICO","10-136",2021,"Septiembre",6
"ALVARO OBREGON","LOMAS DE NUEVO MEXICO","10-136",2022,"Enero",446
"ALVARO OBREGON","LOMAS DE NUEVO MEXICO","10-136",2022,"Febrero",81
"ALVARO OBREGON","LOMAS DE PLATEROS (U HAB) I","10-250",2020,"Diciembre",574
"ALVARO OBREGON","LOMAS DE PLATEROS (U HAB) I","10-250",2020,"Noviembre",262
"ALVARO OBREGON","LOMAS DE PLATEROS (U HAB) I","10-250",2020,"Octubre",159
"ALVARO OBREGON","LOMAS DE PLATEROS (U HAB) I","10-250",2020,"Septiembre",56
"ALVARO OBREGON","LOMAS DE PLATEROS (U HAB) I","10-250",2021,"Abril",23
"ALVARO OBREGON","LOMAS DE PLATEROS (U HAB) I","10-250",2021,"Agosto",690
"ALVARO OBREGON","LOMAS DE PLATEROS (U HAB) I","10-250",2021,"Diciembre",22
"ALVARO OBREGON","LOMAS DE PLATEROS (U HAB) I","10-250",2021,"Enero",589
"ALVARO OBREGON","LOMAS DE PLATEROS (U HAB) I","10-250",2021,"Febrero",316
"ALVARO OBREGON","LOMAS DE PLATEROS (U HAB) I","10-250",2021,"Julio",491
"ALVARO OBREGON","LOMAS DE PLATEROS (U HAB) I","10-250",2021,"Junio",11
"ALVARO OBREGON","LOMAS DE PLATEROS (U HAB) I","10-250",2021,"Marzo",234
"ALVARO OBREGON","LOMAS DE PLATEROS (U HAB) I","10-250",2021,"Octubre",91
"ALVARO OBREGON","LOMAS DE PLATEROS (U HAB) I","10-250",2021,"Septiembre",193
"ALVARO OBREGON","LOMAS DE PLATEROS (U HAB) I","10-250",2022,"Enero",1155
"ALVARO OBREGON","LOMAS DE PLATEROS (U HAB) I","10-250",2022,"Febrero",75
"ALVARO OBREGON","LOMAS DE PLATEROS (U HAB) II","10-251",2020,"Diciembre",333
"ALVARO OBREGON","LOMAS DE PLATEROS (U HAB) II","10-251",2020,"Noviembre",128
"ALVARO OBREGON","LOMAS DE PLATEROS (U HAB) II","10-251",2020,"Octubre",70
"ALVARO OBREGON","LOMAS DE PLATEROS (U HAB) II","10-251",2021,"Abril",10
"ALVARO OBREGON","LOMAS DE PLATEROS (U HAB) II","10-251",2021,"Agosto",427
"ALVARO OBREGON","LOMAS DE PLATEROS (U HAB) II","10-251",2021,"Diciembre",13
"ALVARO OBREGON","LOMAS DE PLATEROS (U HAB) II","10-251",2021,"Enero",486
"ALVARO OBREGON","LOMAS DE PLATEROS (U HAB) II","10-251",2021,"Febrero",224
"ALVARO OBREGON","LOMAS DE PLATEROS (U HAB) II","10-251",2021,"Julio",298
"ALVARO OBREGON","LOMAS DE PLATEROS (U HAB) II","10-251",2021,"Marzo",247
"ALVARO OBREGON","LOMAS DE PLATEROS (U HAB) II","10-251",2021,"Octubre",68
"ALVARO OBREGON","LOMAS DE PLATEROS (U HAB) II","10-251",2021,"Septiembre",130
"ALVARO OBREGON","LOMAS DE PLATEROS (U HAB) II","10-251",2022,"Enero",794
"ALVARO OBREGON","LOMAS DE PLATEROS (U HAB) II","10-251",2022,"Febrero",71
"ALVARO OBREGON","LOMAS DE PUERTA GRANDE","10-138",2020,"Diciembre",152
"ALVARO OBREGON","LOMAS DE PUERTA GRANDE","10-138",2020,"Noviembre",34
"ALVARO OBREGON","LOMAS DE PUERTA GRANDE","10-138",2021,"Agosto",411
"ALVARO OBREGON","LOMAS DE PUERTA GRANDE","10-138",2021,"Diciembre",11
"ALVARO OBREGON","LOMAS DE PUERTA GRANDE","10-138",2021,"Enero",360
"ALVARO OBREGON","LOMAS DE PUERTA GRANDE","10-138",2021,"Febrero",140
"ALVARO OBREGON","LOMAS DE PUERTA GRANDE","10-138",2021,"Julio",137
"ALVARO OBREGON","LOMAS DE PUERTA GRANDE","10-138",2021,"Marzo",106
"ALVARO OBREGON","LOMAS DE PUERTA GRANDE","10-138",2021,"Septiembre",140
"ALVARO OBREGON","LOMAS DE PUERTA GRANDE","10-138",2022,"Enero",323
"ALVARO OBREGON","LOMAS DE PUERTA GRANDE","10-138",2022,"Febrero",5
"ALVARO OBREGON","LOMAS DE SAN ANGEL INN","10-139",2020,"Diciembre",95
"ALVARO OBREGON","LOMAS DE SAN ANGEL INN","10-139",2021,"Agosto",68
"ALVARO OBREGON","LOMAS DE SAN ANGEL INN","10-139",2021,"Enero",121
"ALVARO OBREGON","LOMAS DE SAN ANGEL INN","10-139",2021,"Febrero",10
"ALVARO OBREGON","LOMAS DE SAN ANGEL INN","10-139",2021,"Julio",110
"ALVARO OBREGON","LOMAS DE SAN ANGEL INN","10-139",2021,"Septiembre",5
"ALVARO OBREGON","LOMAS DE SAN ANGEL INN","10-139",2022,"Enero",131
"ALVARO OBREGON","LOMAS DE SAN ANGEL INN","10-139",2022,"Febrero",33
"ALVARO OBREGON","LOMAS DE SANTA FE II","10-248",2020,"Diciembre",200
"ALVARO OBREGON","LOMAS DE SANTA FE II","10-248",2020,"Noviembre",5
"ALVARO OBREGON","LOMAS DE SANTA FE II","10-248",2020,"Octubre",43
"ALVARO OBREGON","LOMAS DE SANTA FE II","10-248",2020,"Septiembre",32
"ALVARO OBREGON","LOMAS DE SANTA FE II","10-248",2021,"Agosto",88
"ALVARO OBREGON","LOMAS DE SANTA FE II","10-248",2021,"Diciembre",52
"ALVARO OBREGON","LOMAS DE SANTA FE II","10-248",2021,"Enero",181
"ALVARO OBREGON","LOMAS DE SANTA FE II","10-248",2021,"Febrero",141
"ALVARO OBREGON","LOMAS DE SANTA FE II","10-248",2021,"Julio",5
"ALVARO OBREGON","LOMAS DE SANTA FE II","10-248",2021,"Septiembre",5
"ALVARO OBREGON","LOMAS DE SANTA FE II","10-248",2022,"Enero",618
"ALVARO OBREGON","LOMAS DE SANTA FE II","10-248",2022,"Febrero",111
"ALVARO OBREGON","LOMAS DE SANTO DOMINGO","10-141",2021,"Agosto",124
"ALVARO OBREGON","LOMAS DE SANTO DOMINGO","10-141",2021,"Enero",48
"ALVARO OBREGON","LOMAS DE SANTO DOMINGO","10-141",2022,"Enero",9
"ALVARO OBREGON","LOMAS DE SANTO DOMINGO (AMPL)","10-142",2020,"Diciembre",66
"ALVARO OBREGON","LOMAS DE SANTO DOMINGO (AMPL)","10-142",2021,"Agosto",15
"ALVARO OBREGON","LOMAS DE SANTO DOMINGO (AMPL)","10-142",2021,"Enero",87
"ALVARO OBREGON","LOMAS DE SANTO DOMINGO (AMPL)","10-142",2021,"Febrero",15
"ALVARO OBREGON","LOMAS DE SANTO DOMINGO (AMPL)","10-142",2021,"Julio",8
"ALVARO OBREGON","LOMAS DE SANTO DOMINGO (AMPL)","10-142",2022,"Enero",120
"ALVARO OBREGON","LOMAS DE TARANGO","10-143",2020,"Diciembre",436
"ALVARO OBREGON","LOMAS DE TARANGO","10-143",2020,"Noviembre",114
"ALVARO OBREGON","LOMAS DE TARANGO","10-143",2020,"Octubre",23
"ALVARO OBREGON","LOMAS DE TARANGO","10-143",2020,"Septiembre",5
"ALVARO OBREGON","LOMAS DE TARANGO","10-143",2021,"Agosto",521
"ALVARO OBREGON","LOMAS DE TARANGO","10-143",2021,"Diciembre",9
"ALVARO OBREGON","LOMAS DE TARANGO","10-143",2021,"Enero",465
"ALVARO OBREGON","LOMAS DE TARANGO","10-143",2021,"Febrero",242
"ALVARO OBREGON","LOMAS DE TARANGO","10-143",2021,"Julio",291
"ALVARO OBREGON","LOMAS DE TARANGO","10-143",2021,"Junio",70
"ALVARO OBREGON","LOMAS DE TARANGO","10-143",2021,"Octubre",8
"ALVARO OBREGON","LOMAS DE TARANGO","10-143",2021,"Septiembre",157
"ALVARO OBREGON","LOMAS DE TARANGO","10-143",2022,"Enero",773
"ALVARO OBREGON","LOMAS DE TARANGO","10-143",2022,"Febrero",80
"ALVARO OBREGON","LOMAS DE TETELPAN","10-144",2020,"Diciembre",36
"ALVARO OBREGON","LOMAS DE TETELPAN","10-144",2021,"Abril",17
"ALVARO OBREGON","LOMAS DE TETELPAN","10-144",2021,"Agosto",15
"ALVARO OBREGON","LOMAS DE TETELPAN","10-144",2021,"Diciembre",15
"ALVARO OBREGON","LOMAS DE TETELPAN","10-144",2021,"Enero",10
"ALVARO OBREGON","LOMAS DE TETELPAN","10-144",2021,"Julio",23
"ALVARO OBREGON","LOMAS DE TETELPAN","10-144",2021,"Septiembre",31
"ALVARO OBREGON","LOMAS DE TETELPAN","10-144",2022,"Enero",128
"ALVARO OBREGON","LOMAS DE TETELPAN","10-144",2022,"Febrero",62
"ALVARO OBREGON","LORETO","10-145",2021,"Abril",35
"ALVARO OBREGON","LORETO","10-145",2021,"Julio",15
"ALVARO OBREGON","LOS CEDROS","10-146",2021,"Agosto",46
"ALVARO OBREGON","LOS CEDROS","10-146",2021,"Febrero",15
"ALVARO OBREGON","LOS CEDROS","10-146",2021,"Julio",21
"ALVARO OBREGON","LOS CEDROS","10-146",2021,"Septiembre",6
"ALVARO OBREGON","LOS CEDROS","10-146",2022,"Enero",105
"ALVARO OBREGON","LOS GAMITOS","10-147",2020,"Diciembre",67
"ALVARO OBREGON","LOS GAMITOS","10-147",2021,"Abril",15
"ALVARO OBREGON","LOS GAMITOS","10-147",2021,"Julio",10
"ALVARO OBREGON","LOS GAMITOS","10-147",2021,"Junio",25
"ALVARO OBREGON","LOS GAMITOS","10-147",2021,"Marzo",30
"ALVARO OBREGON","LOS GAMITOS","10-147",2022,"Enero",156
"ALVARO OBREGON","MARGARITA M DE JUAREZ","10-148",2020,"Diciembre",118
"ALVARO OBREGON","MARGARITA M DE JUAREZ","10-148",2021,"Agosto",68
"ALVARO OBREGON","MARGARITA M DE JUAREZ","10-148",2021,"Enero",187
"ALVARO OBREGON","MARGARITA M DE JUAREZ","10-148",2021,"Febrero",10
"ALVARO OBREGON","MARGARITA M DE JUAREZ","10-148",2021,"Julio",134
"ALVARO OBREGON","MARGARITA M DE JUAREZ","10-148",2021,"Marzo",15
"ALVARO OBREGON","MARGARITA M DE JUAREZ","10-148",2022,"Enero",178
"ALVARO OBREGON","MARIA G DE GARCIA RUIZ","10-149",2020,"Diciembre",424
"ALVARO OBREGON","MARIA G DE GARCIA RUIZ","10-149",2020,"Noviembre",79
"ALVARO OBREGON","MARIA G DE GARCIA RUIZ","10-149",2020,"Octubre",24
"ALVARO OBREGON","MARIA G DE GARCIA RUIZ","10-149",2021,"Abril",63
"ALVARO OBREGON","MARIA G DE GARCIA RUIZ","10-149",2021,"Agosto",384
"ALVARO OBREGON","MARIA G DE GARCIA RUIZ","10-149",2021,"Enero",577
"ALVARO OBREGON","MARIA G DE GARCIA RUIZ","10-149",2021,"Febrero",182
"ALVARO OBREGON","MARIA G DE GARCIA RUIZ","10-149",2021,"Julio",310
"ALVARO OBREGON","MARIA G DE GARCIA RUIZ","10-149",2021,"Junio",94
"ALVARO OBREGON","MARIA G DE GARCIA RUIZ","10-149",2021,"Marzo",206
"ALVARO OBREGON","MARIA G DE GARCIA RUIZ","10-149",2021,"Octubre",6
"ALVARO OBREGON","MARIA G DE GARCIA RUIZ","10-149",2021,"Septiembre",8
"ALVARO OBREGON","MARIA G DE GARCIA RUIZ","10-149",2022,"Enero",881
"ALVARO OBREGON","MARIA G DE GARCIA RUIZ","10-149",2022,"Febrero",115
"ALVARO OBREGON","MARTIRES DE TACUBAYA","10-150",2020,"Diciembre",10
"ALVARO OBREGON","MARTIRES DE TACUBAYA","10-150",2021,"Enero",10
"ALVARO OBREGON","MARTIRES DE TACUBAYA","10-150",2021,"Julio",10
"ALVARO OBREGON","MARTIRES DE TACUBAYA","10-150",2022,"Enero",118
"ALVARO OBREGON","MERCED GOMEZ","10-151",2020,"Diciembre",1429
"ALVARO OBREGON","MERCED GOMEZ","10-151",2020,"Noviembre",466
"ALVARO OBREGON","MERCED GOMEZ","10-151",2020,"Octubre",337
"ALVARO OBREGON","MERCED GOMEZ","10-151",2020,"Septiembre",263
"ALVARO OBREGON","MERCED GOMEZ","10-151",2021,"Abril",346
"ALVARO OBREGON","MERCED GOMEZ","10-151",2021,"Agosto",1667
"ALVARO OBREGON","MERCED GOMEZ","10-151",2021,"Diciembre",41
"ALVARO OBREGON","MERCED GOMEZ","10-151",2021,"Enero",1780
"ALVARO OBREGON","MERCED GOMEZ","10-151",2021,"Febrero",791
"ALVARO OBREGON","MERCED GOMEZ","10-151",2021,"Julio",1266
"ALVARO OBREGON","MERCED GOMEZ","10-151",2021,"Junio",170
"ALVARO OBREGON","MERCED GOMEZ","10-151",2021,"Marzo",683
"ALVARO OBREGON","MERCED GOMEZ","10-151",2021,"Mayo",165
"ALVARO OBREGON","MERCED GOMEZ","10-151",2021,"Noviembre",38
"ALVARO OBREGON","MERCED GOMEZ","10-151",2021,"Octubre",164
"ALVARO OBREGON","MERCED GOMEZ","10-151",2021,"Septiembre",573
"ALVARO OBREGON","MERCED GOMEZ","10-151",2022,"Enero",2704
"ALVARO OBREGON","MERCED GOMEZ","10-151",2022,"Febrero",356
"ALVARO OBREGON","METROPOLITANO (U HAB)","10-152",2020,"Septiembre",10
"ALVARO OBREGON","METROPOLITANO (U HAB)","10-152",2021,"Enero",10
"ALVARO OBREGON","METROPOLITANO (U HAB)","10-152",2022,"Enero",139
"ALVARO OBREGON","MIGUEL GAONA ARMENTA","10-153",2020,"Diciembre",56
"ALVARO OBREGON","MIGUEL GAONA ARMENTA","10-153",2020,"Noviembre",12
"ALVARO OBREGON","MIGUEL GAONA ARMENTA","10-153",2021,"Agosto",100
"ALVARO OBREGON","MIGUEL GAONA ARMENTA","10-153",2021,"Enero",142
"ALVARO OBREGON","MIGUEL GAONA ARMENTA","10-153",2021,"Febrero",173
"ALVARO OBREGON","MIGUEL GAONA ARMENTA","10-153",2021,"Julio",122
"ALVARO OBREGON","MIGUEL GAONA ARMENTA","10-153",2022,"Enero",189
"ALVARO OBREGON","MIGUEL GAONA ARMENTA","10-153",2022,"Febrero",54
"ALVARO OBREGON","MIGUEL HIDALGO","10-154",2020,"Diciembre",94
"ALVARO OBREGON","MIGUEL HIDALGO","10-154",2020,"Noviembre",10
"ALVARO OBREGON","MIGUEL HIDALGO","10-154",2020,"Septiembre",44
"ALVARO OBREGON","MIGUEL HIDALGO","10-154",2021,"Agosto",10
"ALVARO OBREGON","MIGUEL HIDALGO","10-154",2021,"Enero",305
"ALVARO OBREGON","MIGUEL HIDALGO","10-154",2021,"Febrero",59
"ALVARO OBREGON","MIGUEL HIDALGO","10-154",2021,"Julio",50
"ALVARO OBREGON","MIGUEL HIDALGO","10-154",2022,"Enero",111
"ALVARO OBREGON","MIGUEL HIDALGO","10-154",2022,"Febrero",11
"ALVARO OBREGON","MINAS DE CRISTO","10-156",2020,"Diciembre",574
"ALVARO OBREGON","MINAS DE CRISTO","10-156",2020,"Noviembre",186
"ALVARO OBREGON","MINAS DE CRISTO","10-156",2020,"Octubre",145
"ALVARO OBREGON","MINAS DE CRISTO","10-156",2020,"Septiembre",192
"ALVARO OBREGON","MINAS DE CRISTO","10-156",2021,"Abril",45
"ALVARO OBREGON","MINAS DE CRISTO","10-156",2021,"Agosto",902
"ALVARO OBREGON","MINAS DE CRISTO","10-156",2021,"Diciembre",11
"ALVARO OBREGON","MINAS DE CRISTO","10-156",2021,"Enero",836
"ALVARO OBREGON","MINAS DE CRISTO","10-156",2021,"Febrero",773
"ALVARO OBREGON","MINAS DE CRISTO","10-156",2021,"Julio",695
"ALVARO OBREGON","MINAS DE CRISTO","10-156",2021,"Junio",53
"ALVARO OBREGON","MINAS DE CRISTO","10-156",2021,"Marzo",116
"ALVARO OBREGON","MINAS DE CRISTO","10-156",2021,"Noviembre",30
"ALVARO OBREGON","MINAS DE CRISTO","10-156",2021,"Octubre",74
"ALVARO OBREGON","MINAS DE CRISTO","10-156",2021,"Septiembre",259
"ALVARO OBREGON","MINAS DE CRISTO","10-156",2022,"Enero",1675
"ALVARO OBREGON","MINAS DE CRISTO","10-156",2022,"Febrero",343
"ALVARO OBREGON","MOLINO DE ROSAS","10-157",2020,"Diciembre",785
"ALVARO OBREGON","MOLINO DE ROSAS","10-157",2020,"Noviembre",347
"ALVARO OBREGON","MOLINO DE ROSAS","10-157",2020,"Octubre",237
"ALVARO OBREGON","MOLINO DE ROSAS","10-157",2020,"Septiembre",39
"ALVARO OBREGON","MOLINO DE ROSAS","10-157",2021,"Abril",79
"ALVARO OBREGON","MOLINO DE ROSAS","10-157",2021,"Agosto",945
"ALVARO OBREGON","MOLINO DE ROSAS","10-157",2021,"Diciembre",90
"ALVARO OBREGON","MOLINO DE ROSAS","10-157",2021,"Enero",1073
"ALVARO OBREGON","MOLINO DE ROSAS","10-157",2021,"Febrero",521
"ALVARO OBREGON","MOLINO DE ROSAS","10-157",2021,"Julio",608
"ALVARO OBREGON","MOLINO DE ROSAS","10-157",2021,"Junio",158
"ALVARO OBREGON","MOLINO DE ROSAS","10-157",2021,"Marzo",390
"ALVARO OBREGON","MOLINO DE ROSAS","10-157",2021,"Mayo",20
"ALVARO OBREGON","MOLINO DE ROSAS","10-157",2021,"Noviembre",25
"ALVARO OBREGON","MOLINO DE ROSAS","10-157",2021,"Octubre",225
"ALVARO OBREGON","MOLINO DE ROSAS","10-157",2021,"Septiembre",495
"ALVARO OBREGON","MOLINO DE ROSAS","10-157",2022,"Enero",1424
"ALVARO OBREGON","MOLINO DE ROSAS","10-157",2022,"Febrero",115
"ALVARO OBREGON","MOLINO DE ROSAS (AMPL)","10-158",2020,"Diciembre",35
"ALVARO OBREGON","MOLINO DE ROSAS (AMPL)","10-158",2021,"Agosto",65
"ALVARO OBREGON","MOLINO DE ROSAS (AMPL)","10-158",2021,"Enero",10
"ALVARO OBREGON","MOLINO DE ROSAS (AMPL)","10-158",2021,"Febrero",10
"ALVARO OBREGON","MOLINO DE ROSAS (AMPL)","10-158",2021,"Julio",6
"ALVARO OBREGON","MOLINO DE ROSAS (AMPL)","10-158",2021,"Marzo",10
"ALVARO OBREGON","MOLINO DE ROSAS (AMPL)","10-158",2022,"Enero",188
"ALVARO OBREGON","MOLINO DE SANTO DOMINGO","10-159",2020,"Diciembre",825
"ALVARO OBREGON","MOLINO DE SANTO DOMINGO","10-159",2020,"Noviembre",317
"ALVARO OBREGON","MOLINO DE SANTO DOMINGO","10-159",2020,"Octubre",144
"ALVARO OBREGON","MOLINO DE SANTO DOMINGO","10-159",2020,"Septiembre",107
"ALVARO OBREGON","MOLINO DE SANTO DOMINGO","10-159",2021,"Abril",127
"ALVARO OBREGON","MOLINO DE SANTO DOMINGO","10-159",2021,"Agosto",684
"ALVARO OBREGON","MOLINO DE SANTO DOMINGO","10-159",2021,"Enero",848
"ALVARO OBREGON","MOLINO DE SANTO DOMINGO","10-159",2021,"Febrero",446
"ALVARO OBREGON","MOLINO DE SANTO DOMINGO","10-159",2021,"Julio",680
"ALVARO OBREGON","MOLINO DE SANTO DOMINGO","10-159",2021,"Junio",34
"ALVARO OBREGON","MOLINO DE SANTO DOMINGO","10-159",2021,"Marzo",163
"ALVARO OBREGON","MOLINO DE SANTO DOMINGO","10-159",2021,"Mayo",152
"ALVARO OBREGON","MOLINO DE SANTO DOMINGO","10-159",2021,"Octubre",113
"ALVARO OBREGON","MOLINO DE SANTO DOMINGO","10-159",2021,"Septiembre",258
"ALVARO OBREGON","MOLINO DE SANTO DOMINGO","10-159",2022,"Enero",941
"ALVARO OBREGON","MOLINO DE SANTO DOMINGO","10-159",2022,"Febrero",191
"ALVARO OBREGON","MOLINO DE SANTO DOMINGO (U HAB)","10-160",2020,"Octubre",12
